id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category & sub-category,Percent Funded,Average Donation,Parent Category,Sub-Category
716,"Tapia, Kramer and Hicks",Advanced modular moderator,2000,10353,successful,157,US,USD,1373432400,1375851600,FALSE,TRUE,theater/plays,518%,5255,,
717,"Barnes, Wilcox and Riley",Reverse-engineered well-modulated ability,5600,13868,successful,555,US,USD,1313989200,1315803600,FALSE,FALSE,film & video/documentary,248%,7211.5,,
718,Reyes PLC,Expanded optimal pricing structure,8300,8317,successful,297,US,USD,1371445200,1373691600,FALSE,FALSE,technology/wearables,100%,4307,,
719,"Pace, Simpson and Watkins",Down-sized uniform ability,6900,10557,successful,123,US,USD,1338267600,1339218000,FALSE,FALSE,publishing/fiction,153%,5340,,
720,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,1519192800,1520402400,FALSE,TRUE,theater/plays,37%,1632.5,,
721,Dominguez-Owens,Open-architected systematic intranet,123600,5429,canceled,60,US,USD,1522818000,1523336400,FALSE,FALSE,music/rock,4%,2744.5,,
722,Thomas-Simmons,Proactive 24hour frame,48500,75906,successful,3036,US,USD,1509948000,1512280800,FALSE,FALSE,film & video/documentary,157%,39471,,
723,Beck-Knight,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,1456898400,1458709200,FALSE,FALSE,theater/plays,270%,6697,,
724,Mccoy Ltd,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,1413954000,1414126800,FALSE,TRUE,theater/plays,134%,5691,,
725,Dawson-Tyler,Optional 6thgeneration access,193200,97369,failed,1596,US,USD,1416031200,1416204000,FALSE,FALSE,games/mobile games,50%,49482.5,,
726,Johns-Thomas,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,1287982800,1288501200,FALSE,TRUE,theater/plays,89%,24375.5,,
727,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900,14685,successful,181,US,USD,1547964000,1552971600,FALSE,FALSE,technology/web,165%,7433,,
728,Stewart Inc,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,1464152400,1465102800,FALSE,FALSE,theater/plays,18%,372.5,,
729,Moore Group,Multi-lateral object-oriented open system,5600,10397,successful,122,US,USD,1359957600,1360130400,FALSE,FALSE,film & video/drama,186%,5259.5,,
730,Carson PLC,Visionary system-worthy attitude,28800,118847,successful,1071,CA,CAD,1432357200,1432875600,FALSE,FALSE,technology/wearables,413%,59959,,
731,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000,7220,canceled,219,US,USD,1500786000,1500872400,FALSE,FALSE,technology/web,90%,3719.5,,
732,"Glass, Baker and Jones",Business-focused 24hour access,117000,107622,failed,1121,US,USD,1490158800,1492146000,FALSE,TRUE,music/rock,92%,54371.5,,
733,Marquez-Kerr,Automated hybrid orchestration,15800,83267,successful,980,US,USD,1406178000,1407301200,FALSE,FALSE,music/metal,527%,42123.5,,
734,Stone PLC,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,1485583200,1486620000,FALSE,TRUE,theater/plays,319%,6970,,
735,Caldwell PLC,Grass-roots zero administration alliance,37100,131404,successful,1991,US,USD,1459314000,1459918800,FALSE,FALSE,photography/photography books,354%,66697.5,,
736,Silva-Hawkins,Proactive heuristic orchestration,7700,2533,canceled,29,US,USD,1424412000,1424757600,FALSE,FALSE,publishing/nonfiction,33%,1281,,
737,Gardner Inc,Function-based systematic Graphical User Interface,3700,5028,successful,180,US,USD,1478844000,1479880800,FALSE,FALSE,music/indie rock,136%,2604,,
738,Garcia Group,Extended zero administration software,74700,1557,failed,15,US,USD,1416117600,1418018400,FALSE,TRUE,theater/plays,2%,786,,
739,Meyer-Avila,Multi-tiered discrete support,10000,6100,failed,191,US,USD,1340946000,1341032400,FALSE,FALSE,music/indie rock,61%,3145.5,,
740,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,1486101600,1486360800,FALSE,FALSE,theater/plays,30%,804,,
741,Garcia Ltd,Balanced mobile alliance,1200,14150,successful,130,US,USD,1274590800,1274677200,FALSE,FALSE,theater/plays,1179%,7140,,
742,West-Stevens,Reactive solution-oriented groupware,1200,13513,successful,122,US,USD,1263880800,1267509600,FALSE,FALSE,music/electric music,1126%,6817.5,,
743,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,1445403600,1445922000,FALSE,TRUE,theater/plays,13%,260.5,,
744,Fitzgerald Group,Intuitive exuding initiative,2000,14240,successful,140,US,USD,1533877200,1534050000,FALSE,TRUE,theater/plays,712%,7190,,
745,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900,2091,failed,34,US,USD,1275195600,1277528400,FALSE,FALSE,technology/wearables,30%,1062.5,,
746,Edwards LLC,Automated system-worthy structure,55800,118580,successful,3388,US,USD,1318136400,1318568400,FALSE,FALSE,technology/web,213%,60984,,
747,Greer and Sons,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,1283403600,1284354000,FALSE,FALSE,theater/plays,229%,5747,,
748,Martinez PLC,Cloned actuating architecture,194900,68137,canceled,614,US,USD,1267423200,1269579600,FALSE,TRUE,film & video/animation,35%,34375.5,,
749,Hunter-Logan,Down-sized needs-based task-force,8600,13527,successful,366,IT,EUR,1412744400,1413781200,FALSE,TRUE,technology/wearables,157%,6946.5,,
750,Ramos and Sons,Extended responsive Internet solution,100,1,failed,1,GB,GBP,1277960400,1280120400,FALSE,FALSE,music/electric music,1%,1,,
751,Lane-Barber,Universal value-added moderator,3600,8363,successful,270,US,USD,1458190800,1459486800,TRUE,TRUE,publishing/nonfiction,232%,4316.5,,
752,Lowery Group,Sharable motivating emulation,5800,5362,canceled,114,US,USD,1280984400,1282539600,FALSE,TRUE,theater/plays,92%,2738,,
753,Guerrero-Griffin,Networked web-enabled product,4700,12065,successful,137,US,USD,1274590800,1275886800,FALSE,FALSE,photography/photography books,257%,6101,,
754,"Perez, Reed and Lee",Advanced dedicated encoding,70400,118603,successful,3205,US,USD,1351400400,1355983200,FALSE,FALSE,theater/plays,168%,60904,,
755,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,1514354400,1515391200,FALSE,TRUE,theater/plays,167%,3892,,
756,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,1421733600,1422252000,FALSE,FALSE,theater/plays,772%,5092.5,,
757,Callahan-Gilbert,Profit-focused motivating function,1400,5696,successful,114,US,USD,1305176400,1305522000,FALSE,FALSE,film & video/drama,407%,2905,,
758,Logan-Miranda,Proactive systemic firmware,29600,167005,successful,1518,CA,CAD,1414126800,1414904400,FALSE,FALSE,music/rock,564%,84261.5,,
759,Rodriguez PLC,Grass-roots upward-trending installation,167500,114615,failed,1274,US,USD,1517810400,1520402400,FALSE,FALSE,music/electric music,68%,57944.5,,
760,Smith-Kennedy,Virtual heuristic hub,48300,16592,failed,210,IT,EUR,1564635600,1567141200,FALSE,TRUE,games/video games,34%,8401,,
761,Mitchell-Lee,Customizable leadingedge model,2200,14420,successful,166,US,USD,1500699600,1501131600,FALSE,FALSE,music/rock,655%,7293,,
762,Davis Ltd,Upgradable uniform service-desk,3500,6204,successful,100,AU,AUD,1354082400,1355032800,FALSE,FALSE,music/jazz,177%,3152,,
763,Rowland PLC,Inverse client-driven product,5600,6338,successful,235,US,USD,1336453200,1339477200,FALSE,TRUE,theater/plays,113%,3286.5,,
764,Shaffer-Mason,Managed bandwidth-monitored system engine,1100,8010,successful,148,US,USD,1305262800,1305954000,FALSE,FALSE,music/rock,728%,4079,,
765,Matthews LLC,Advanced transitional help-desk,3900,8125,successful,198,US,USD,1492232400,1494392400,TRUE,TRUE,music/indie rock,208%,4161.5,,
766,Montgomery-Castro,De-engineered disintermediate encryption,43800,13653,failed,248,AU,AUD,1537333200,1537419600,FALSE,FALSE,film & video/science fiction,31%,6950.5,,
767,"Hale, Pearson and Jenkins",Upgradable attitude-oriented project,97200,55372,failed,513,US,USD,1444107600,1447999200,FALSE,FALSE,publishing/translations,57%,27942.5,,
768,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,1386741600,1388037600,FALSE,FALSE,theater/plays,231%,5619,,
769,Johnson-Morales,Devolved 24hour forecast,125600,109106,failed,3410,US,USD,1376542800,1378789200,FALSE,FALSE,games/video games,87%,56258,,
770,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,1397451600,1398056400,FALSE,TRUE,theater/plays,271%,5929,,
771,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,1548482400,1550815200,FALSE,FALSE,theater/plays,49%,1397.5,,
772,Johnson-Pace,Persistent 3rdgeneration moratorium,149600,169586,successful,5139,US,USD,1549692000,1550037600,FALSE,FALSE,music/indie rock,113%,87362.5,,
773,"Meza, Kirby and Patel",Cross-platform empowering project,53100,101185,successful,2353,US,USD,1492059600,1492923600,FALSE,FALSE,theater/plays,191%,51769,,
774,Gonzalez-Snow,Polarized user-facing interface,5000,6775,successful,78,IT,EUR,1463979600,1467522000,FALSE,FALSE,technology/web,136%,3426.5,,
775,Murphy LLC,Customer-focused non-volatile framework,9400,968,failed,10,US,USD,1415253600,1416117600,FALSE,FALSE,music/rock,10%,489,,
776,Taylor-Rowe,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,1562216400,1563771600,FALSE,FALSE,theater/plays,66%,37412,,
777,Henderson Ltd,Open-architected stable algorithm,93800,45987,failed,676,US,USD,1316754000,1319259600,FALSE,FALSE,theater/plays,49%,23331.5,,
778,Moss-Guzman,Cross-platform optimizing website,1300,10243,successful,174,CH,CHF,1313211600,1313643600,FALSE,FALSE,film & video/animation,788%,5208.5,,
779,Webb Group,Public-key actuating projection,108700,87293,failed,831,US,USD,1439528400,1440306000,FALSE,TRUE,theater/plays,80%,44062,,
780,Brooks-Rodriguez,Implemented intangible instruction set,5100,5421,successful,164,US,USD,1469163600,1470805200,FALSE,TRUE,film & video/drama,106%,2792.5,,
781,Thomas Ltd,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,1288501200,1292911200,FALSE,FALSE,theater/plays,51%,2235,,
782,Williams and Sons,Centralized asymmetric framework,5100,10981,successful,161,US,USD,1298959200,1301374800,FALSE,TRUE,film & video/animation,215%,5571,,
783,"Vega, Chan and Carney",Down-sized systematic utilization,7400,10451,successful,138,US,USD,1387260000,1387864800,FALSE,FALSE,music/rock,141%,5294.5,,
784,Byrd Group,Profound fault-tolerant model,88900,102535,successful,3308,US,USD,1457244000,1458190800,FALSE,FALSE,technology/web,115%,52921.5,,
785,"Peterson, Fletcher and Sanchez",Multi-channeled bi-directional moratorium,6700,12939,successful,127,AU,AUD,1556341200,1559278800,FALSE,TRUE,film & video/animation,193%,6533,,
786,Smith-Brown,Object-based content-based ability,1500,10946,successful,207,IT,EUR,1522126800,1522731600,FALSE,TRUE,music/jazz,730%,5576.5,,
787,Vance-Glover,Progressive coherent secured line,61200,60994,failed,859,CA,CAD,1305954000,1306731600,FALSE,FALSE,music/rock,100%,30926.5,,
788,Joyce PLC,Synchronized directional capability,3600,3174,live,31,US,USD,1350709200,1352527200,FALSE,FALSE,film & video/animation,88%,1602.5,,
789,Kennedy-Miller,Cross-platform composite migration,9000,3351,failed,45,US,USD,1401166800,1404363600,FALSE,FALSE,theater/plays,37%,1698,,
790,White-Obrien,Operative local pricing structure,185900,56774,canceled,1113,US,USD,1266127200,1266645600,FALSE,FALSE,theater/plays,31%,28943.5,,
791,"Stafford, Hess and Raymond",Optional web-enabled extranet,2100,540,failed,6,US,USD,1481436000,1482818400,FALSE,FALSE,food/food trucks,26%,273,,
792,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,1372222800,1374642000,FALSE,TRUE,theater/plays,34%,343.5,,
793,"Rodriguez, Cox and Rodriguez",Networked disintermediate leverage,1100,13045,successful,181,CH,CHF,1372136400,1372482000,FALSE,FALSE,publishing/nonfiction,1186%,6613,,
794,Welch Inc,Optional optimal website,6600,8276,successful,110,US,USD,1513922400,1514959200,FALSE,FALSE,music/rock,125%,4193,,
795,Vasquez Inc,Stand-alone asynchronous functionalities,7100,1022,failed,31,US,USD,1477976400,1478235600,FALSE,FALSE,film & video/drama,14%,526.5,,
796,Freeman-Ferguson,Profound full-range open system,7800,4275,failed,78,US,USD,1407474000,1408078800,FALSE,TRUE,games/mobile games,55%,2176.5,,
797,"Houston, Moore and Rogers",Optional tangible utilization,7600,8332,successful,185,US,USD,1546149600,1548136800,FALSE,FALSE,technology/web,110%,4258.5,,
798,Small-Fuentes,Seamless maximized product,3400,6408,successful,121,US,USD,1338440400,1340859600,FALSE,TRUE,theater/plays,188%,3264.5,,
799,Reid-Day,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,1454133600,1454479200,FALSE,FALSE,theater/plays,87%,37373.5,,
800,Wallace LLC,Centralized regional function,100,1,failed,1,CH,CHF,1434085200,1434430800,FALSE,FALSE,music/rock,1%,1,,
801,Olson-Bishop,User-friendly high-level initiative,2300,4667,successful,106,US,USD,1577772000,1579672800,FALSE,TRUE,photography/photography books,203%,2386.5,,
802,"Rodriguez, Anderson and Porter",Reverse-engineered zero-defect infrastructure,6200,12216,successful,142,US,USD,1562216400,1562389200,FALSE,FALSE,photography/photography books,197%,6179,,
803,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,1548568800,1551506400,FALSE,FALSE,theater/plays,107%,3380,,
804,English-Mccullough,Business-focused discrete software,2600,6987,successful,218,US,USD,1514872800,1516600800,FALSE,FALSE,music/rock,269%,3602.5,,
805,Smith-Nguyen,Advanced intermediate Graphic Interface,9700,4932,failed,67,AU,AUD,1416031200,1420437600,FALSE,FALSE,film & video/documentary,51%,2499.5,,
806,Harmon-Madden,Adaptive holistic hub,700,8262,successful,76,US,USD,1330927200,1332997200,FALSE,TRUE,film & video/drama,1180%,4169,,
807,Walker-Taylor,Automated uniform concept,700,1848,successful,43,US,USD,1571115600,1574920800,FALSE,TRUE,theater/plays,264%,945.5,,
808,"Harris, Medina and Mitchell",Enhanced regional flexibility,5200,1583,failed,19,US,USD,1463461200,1464930000,FALSE,FALSE,food/food trucks,30%,801,,
809,Williams and Sons,Public-key bottom-line algorithm,140800,88536,failed,2108,CH,CHF,1344920400,1345006800,FALSE,FALSE,film & video/documentary,63%,45322,,
810,Ball-Fisher,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,1511848800,1512712800,FALSE,TRUE,theater/plays,193%,6290.5,,
811,"Page, Holt and Mack",Fundamental methodical emulation,92500,71320,failed,679,US,USD,1452319200,1452492000,FALSE,TRUE,games/video games,77%,35999.5,,
812,Landry Group,Expanded value-added hardware,59700,134640,successful,2805,CA,CAD,1523854800,1524286800,FALSE,FALSE,publishing/nonfiction,226%,68722.5,,
813,Buckley Group,Diverse high-level attitude,3200,7661,successful,68,US,USD,1346043600,1346907600,FALSE,FALSE,games/video games,239%,3864.5,,
814,Vincent PLC,Visionary 24hour analyzer,3200,2950,failed,36,DK,DKK,1464325200,1464498000,FALSE,TRUE,music/rock,92%,1493,,
815,Watson-Douglas,Centralized bandwidth-monitored leverage,9000,11721,successful,183,CA,CAD,1511935200,1514181600,FALSE,FALSE,music/rock,130%,5952,,
816,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,1392012000,1392184800,TRUE,TRUE,theater/plays,615%,7141.5,,
817,Alvarez-Bauer,Front-line intermediate moderator,51300,189192,successful,2489,IT,EUR,1556946000,1559365200,FALSE,TRUE,publishing/nonfiction,369%,95840.5,,
818,Martinez LLC,Automated local secured line,700,7664,successful,69,US,USD,1548050400,1549173600,FALSE,TRUE,theater/plays,1095%,3866.5,,
819,Buck-Khan,Integrated bandwidth-monitored alliance,8900,4509,failed,47,US,USD,1353736800,1355032800,TRUE,FALSE,games/video games,51%,2278,,
820,"Valdez, Williams and Meyer",Cross-group heuristic forecast,1500,12009,successful,279,GB,GBP,1532840400,1533963600,FALSE,TRUE,music/rock,801%,6144,,
821,Alvarez-Andrews,Extended impactful secured line,4900,14273,successful,210,US,USD,1488261600,1489381200,FALSE,FALSE,film & video/documentary,291%,7241.5,,
822,Stewart and Sons,Distributed optimizing protocol,54000,188982,successful,2100,US,USD,1393567200,1395032400,FALSE,FALSE,music/rock,350%,95541,,
823,Dyer Inc,Secured well-modulated system engine,4100,14640,successful,252,US,USD,1410325200,1412485200,TRUE,TRUE,music/rock,357%,7446,,
824,"Anderson, Williams and Cox",Streamlined national benchmark,85000,107516,successful,1280,US,USD,1276923600,1279688400,FALSE,TRUE,publishing/nonfiction,126%,54398,,
825,Solomon PLC,Open-architected 24/7 infrastructure,3600,13950,successful,157,GB,GBP,1500958800,1501995600,FALSE,FALSE,film & video/shorts,388%,7053.5,,
826,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,1292220000,1294639200,FALSE,TRUE,theater/plays,457%,6495.5,,
827,"Miranda, Martinez and Lowery",Innovative actuating artificial intelligence,2300,6134,successful,82,AU,AUD,1304398800,1305435600,FALSE,TRUE,film & video/drama,267%,3108,,
828,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,1535432400,1537592400,FALSE,FALSE,theater/plays,69%,2484.5,,
829,Baker-Higgins,Vision-oriented scalable portal,9600,4929,failed,154,US,USD,1433826000,1435122000,FALSE,FALSE,theater/plays,51%,2541.5,,
830,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,121600,1424,failed,22,US,USD,1514959200,1520056800,FALSE,FALSE,theater/plays,1%,723,,
831,Ward PLC,Front-line bottom-line Graphic Interface,97100,105817,successful,4233,US,USD,1332738000,1335675600,FALSE,FALSE,photography/photography books,109%,55025,,
832,"Bradley, Beck and Mayo",Synergized fault-tolerant hierarchy,43200,136156,successful,1297,DK,DKK,1445490000,1448431200,TRUE,FALSE,publishing/translations,315%,68726.5,,
833,"Levine, Martin and Hernandez",Expanded asynchronous groupware,6800,10723,successful,165,DK,DKK,1297663200,1298613600,FALSE,FALSE,publishing/translations,158%,5444,,
834,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,7300,11228,successful,119,US,USD,1371963600,1372482000,FALSE,FALSE,theater/plays,154%,5673.5,,
835,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200,77355,failed,1758,US,USD,1425103200,1425621600,FALSE,FALSE,technology/web,90%,39556.5,,
836,Macias Inc,Optimized didactic intranet,8100,6086,failed,94,US,USD,1265349600,1266300000,FALSE,FALSE,music/indie rock,75%,3090,,
837,Cook-Ortiz,Right-sized dedicated standardization,17700,150960,successful,1797,US,USD,1301202000,1305867600,FALSE,FALSE,music/jazz,853%,76378.5,,
838,Jordan-Fischer,Vision-oriented high-level extranet,6400,8890,successful,261,US,USD,1538024400,1538802000,FALSE,FALSE,theater/plays,139%,4575.5,,
839,Pierce-Ramirez,Organized scalable initiative,7700,14644,successful,157,US,USD,1395032400,1398920400,FALSE,TRUE,film & video/documentary,190%,7400.5,,
840,Howell and Sons,Enhanced regional moderator,116300,116583,successful,3533,US,USD,1405486800,1405659600,FALSE,TRUE,theater/plays,100%,60058,,
841,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100,12991,successful,155,US,USD,1455861600,1457244000,FALSE,FALSE,technology/web,143%,6573,,
842,Lawson and Sons,Reverse-engineered multi-tasking product,1500,8447,successful,132,IT,EUR,1529038800,1529298000,FALSE,FALSE,technology/wearables,563%,4289.5,,
843,Porter-Hicks,De-engineered next generation parallelism,8800,2703,failed,33,US,USD,1535259600,1535778000,FALSE,FALSE,photography/photography books,31%,1368,,
844,Rodriguez-Hansen,Intuitive cohesive groupware,8800,8747,canceled,94,US,USD,1327212000,1327471200,FALSE,FALSE,film & video/documentary,99%,4420.5,,
845,Williams LLC,Up-sized high-level access,69900,138087,successful,1354,GB,GBP,1526360400,1529557200,FALSE,FALSE,technology/web,198%,69720.5,,
846,"Cooper, Stanley and Bryant",Phased empowering success,1000,5085,successful,48,US,USD,1532149200,1535259600,TRUE,TRUE,technology/web,509%,2566.5,,
847,"Miller, Glenn and Adams",Distributed actuating project,4700,11174,successful,110,US,USD,1515304800,1515564000,FALSE,FALSE,food/food trucks,238%,5642,,
848,"Cole, Salazar and Moreno",Robust motivating orchestration,3200,10831,successful,172,US,USD,1276318800,1277096400,FALSE,FALSE,film & video/drama,338%,5501.5,,
849,Jones-Ryan,Vision-oriented uniform instruction set,6700,8917,successful,307,US,USD,1328767200,1329026400,FALSE,TRUE,music/indie rock,133%,4612,,
850,"Hood, Perez and Meadows",Cross-group upward-trending hierarchy,100,1,failed,1,US,USD,1321682400,1322978400,TRUE,FALSE,music/rock,1%,1,,
851,Bright and Sons,Object-based needs-based info-mediaries,6000,12468,successful,160,US,USD,1335934800,1338786000,FALSE,FALSE,music/electric music,208%,6314,,
852,Brady Ltd,Open-source reciprocal standardization,4900,2505,failed,31,US,USD,1310792400,1311656400,FALSE,TRUE,games/video games,51%,1268,,
853,Collier LLC,Secured well-modulated projection,17100,111502,successful,1467,CA,CAD,1308546000,1308978000,FALSE,TRUE,music/indie rock,652%,56484.5,,
854,"Campbell, Thomas and Obrien",Multi-channeled secondary middleware,171000,194309,successful,2662,CA,CAD,1574056800,1576389600,FALSE,FALSE,publishing/fiction,114%,98485.5,,
855,Moses-Terry,Horizontal clear-thinking framework,23400,23956,successful,452,AU,AUD,1308373200,1311051600,FALSE,FALSE,theater/plays,102%,12204,,
856,Williams and Sons,Profound composite core,2400,8558,successful,158,US,USD,1335243600,1336712400,FALSE,FALSE,food/food trucks,357%,4358,,
857,"Miranda, Gray and Hale",Programmable disintermediate matrices,5300,7413,successful,225,CH,CHF,1328421600,1330408800,TRUE,FALSE,film & video/shorts,140%,3819,,
858,"Ayala, Crawford and Taylor",Realigned 5thgeneration knowledge user,4000,2778,failed,35,US,USD,1524286800,1524891600,TRUE,FALSE,food/food trucks,69%,1406.5,,
859,Martinez Ltd,Multi-layered upward-trending groupware,7300,2594,failed,63,US,USD,1362117600,1363669200,FALSE,TRUE,theater/plays,36%,1328.5,,
860,Lee PLC,Re-contextualized leadingedge firmware,2000,5033,successful,65,US,USD,1550556000,1551420000,FALSE,TRUE,technology/wearables,252%,2549,,
861,"Young, Ramsey and Powell",Devolved disintermediate analyzer,8800,9317,successful,163,US,USD,1269147600,1269838800,FALSE,FALSE,theater/plays,106%,4740,,
862,Lewis and Sons,Profound disintermediate open system,3500,6560,successful,85,US,USD,1312174800,1312520400,FALSE,FALSE,theater/plays,187%,3322.5,,
863,Davis-Johnson,Automated reciprocal protocol,1400,5415,successful,217,US,USD,1434517200,1436504400,FALSE,TRUE,film & video/television,387%,2816,,
864,Stevenson-Thompson,Automated static workforce,4200,14577,successful,150,US,USD,1471582800,1472014800,FALSE,FALSE,film & video/shorts,347%,7363.5,,
865,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,81000,150515,successful,3272,US,USD,1410757200,1411534800,FALSE,FALSE,theater/plays,186%,76893.5,,
866,Jackson-Brown,Versatile 5thgeneration matrices,182800,79045,canceled,898,US,USD,1304830800,1304917200,FALSE,FALSE,photography/photography books,43%,39971.5,,
867,"Kane, Pruitt and Rivera",Cross-platform next generation service-desk,4800,7797,successful,300,US,USD,1539061200,1539579600,FALSE,FALSE,food/food trucks,162%,4048.5,,
868,"Wood, Buckley and Meza",Front-line web-enabled installation,7000,12939,successful,126,US,USD,1381554000,1382504400,FALSE,FALSE,theater/plays,185%,6532.5,,
869,Brown-Williams,Multi-channeled responsive product,161900,38376,failed,526,US,USD,1277096400,1278306000,FALSE,FALSE,film & video/drama,24%,19451,,
870,Hansen-Austin,Adaptive demand-driven encryption,7700,6920,failed,121,US,USD,1440392400,1442552400,FALSE,FALSE,theater/plays,90%,3520.5,,
871,Santana-George,Re-engineered client-driven knowledge user,71500,194912,successful,2320,US,USD,1509512400,1511071200,FALSE,TRUE,theater/plays,273%,98616,,
872,Davis LLC,Compatible logistical paradigm,4700,7992,successful,81,AU,AUD,1535950800,1536382800,FALSE,FALSE,film & video/science fiction,170%,4036.5,,
873,"Vazquez, Ochoa and Clark",Intuitive value-added installation,42100,79268,successful,1887,US,USD,1389160800,1389592800,FALSE,FALSE,photography/photography books,188%,40577.5,,
874,Chung-Nguyen,Managed discrete parallelism,40200,139468,successful,4358,US,USD,1271998800,1275282000,FALSE,TRUE,photography/photography books,347%,71913,,
875,Mueller-Harmon,Implemented tangible approach,7900,5465,failed,67,US,USD,1294898400,1294984800,FALSE,FALSE,music/rock,69%,2766,,
876,"Dixon, Perez and Banks",Re-engineered encompassing definition,8300,2111,failed,57,CA,CAD,1559970000,1562043600,FALSE,FALSE,photography/photography books,25%,1084,,
877,Estrada Group,Multi-lateral uniform collaboration,163600,126628,failed,1229,US,USD,1469509200,1469595600,FALSE,FALSE,food/food trucks,77%,63928.5,,
878,Lutz Group,Enterprise-wide foreground paradigm,2700,1012,failed,12,IT,EUR,1579068000,1581141600,FALSE,FALSE,music/metal,37%,512,,
879,Ortiz Inc,Stand-alone incremental parallelism,1000,5438,successful,53,US,USD,1487743200,1488520800,FALSE,FALSE,publishing/nonfiction,544%,2745.5,,
880,"Craig, Ellis and Miller",Persevering 5thgeneration throughput,84500,193101,successful,2414,US,USD,1563685200,1563858000,FALSE,FALSE,music/electric music,229%,97757.5,,
881,Charles Inc,Implemented object-oriented synergy,81300,31665,failed,452,US,USD,1436418000,1438923600,FALSE,TRUE,theater/plays,39%,16058.5,,
882,White-Rosario,Balanced demand-driven definition,800,2960,successful,80,US,USD,1421820000,1422165600,FALSE,FALSE,theater/plays,370%,1520,,
883,Simmons-Villarreal,Customer-focused mobile Graphic Interface,3400,8089,successful,193,US,USD,1274763600,1277874000,FALSE,FALSE,film & video/shorts,238%,4141,,
884,Strickland Group,Horizontal secondary interface,170800,109374,failed,1886,US,USD,1399179600,1399352400,FALSE,TRUE,theater/plays,64%,55630,,
885,Lynch Ltd,Virtual analyzing collaboration,1800,2129,successful,52,US,USD,1275800400,1279083600,FALSE,FALSE,theater/plays,118%,1090.5,,
886,Sanders LLC,Multi-tiered explicit focus group,150600,127745,failed,1825,US,USD,1282798800,1284354000,FALSE,FALSE,music/indie rock,85%,64785,,
887,Cooper LLC,Multi-layered systematic knowledgebase,7800,2289,failed,31,US,USD,1437109200,1441170000,FALSE,TRUE,theater/plays,29%,1160,,
888,Palmer Ltd,Reverse-engineered uniform knowledge user,5800,12174,successful,290,US,USD,1491886800,1493528400,FALSE,FALSE,theater/plays,210%,6232,,
889,Santos Group,Secured dynamic capacity,5600,9508,successful,122,US,USD,1394600400,1395205200,FALSE,TRUE,music/electric music,170%,4815,,
890,"Christian, Kim and Jimenez",Devolved foreground throughput,134400,155849,successful,1470,US,USD,1561352400,1561438800,FALSE,FALSE,music/indie rock,116%,78659.5,,
891,"Williams, Price and Hurley",Synchronized demand-driven infrastructure,3000,7758,successful,165,CA,CAD,1322892000,1326693600,FALSE,FALSE,film & video/documentary,259%,3961.5,,
892,"Anderson, Parks and Estrada",Realigned discrete structure,6000,13835,successful,182,US,USD,1274418000,1277960400,FALSE,FALSE,publishing/translations,231%,7008.5,,
893,Collins-Martinez,Progressive grid-enabled website,8400,10770,successful,199,IT,EUR,1434344400,1434690000,FALSE,TRUE,film & video/documentary,128%,5484.5,,
894,Barrett Inc,Organic cohesive neural-net,1700,3208,successful,56,GB,GBP,1373518800,1376110800,FALSE,TRUE,film & video/television,189%,1632,,
